DOCULECT,GLOSS,IPA
Bunoge,"go to sleep, fall asleep, sleep",dooy+e
DogulDomKundialang,"go to sleep, fall asleep, sleep",noy+ye
DonnoSo,"go to sleep, fall asleep, sleep",gir+ii+yey+ye+e
JamsayGourou,"go to sleep, fall asleep, sleep",gin+i+ni+i
JamsayDouentza,"go to sleep, fall asleep, sleep",jin+ii+ni+i
JamsayMondoro,"go to sleep, fall asleep, sleep",jin+ii+ni+i
Mombo,"go to sleep, fall asleep, sleep",nooy+e
BonduSoNajamba,"go to sleep, fall asleep, sleep",noy+e
Nanga,"go to sleep, fall asleep, sleep",niyⁿ+ɛ
Nanga,"go to sleep, fall asleep, sleep",gir+e+niyⁿɛniyⁿ+ɛ
Penange,"go to sleep, fall asleep, sleep",nooy+e
Penange,"go to sleep, fall asleep, sleep",noo+e
PergeTegu,"go to sleep, fall asleep, sleep",gin+ii+niyⁿ+e
TebulUre,"go to sleep, fall asleep, sleep",jir+e+niŋg+in+i+i
Tiranige,"go to sleep, fall asleep, sleep",noy+o
Tiranige,"go to sleep, fall asleep, sleep",nay+o
TogoKan,"go to sleep, fall asleep, sleep",gin+ɛ+nɔwⁿi+i
TommoSoTongoTongo,"go to sleep, fall asleep, sleep",yey+i+ye
ToroTegu,"go to sleep, fall asleep, sleep",ley+o
YandaDom,"go to sleep, fall asleep, sleep",niyⁿ+e
YornoSo,"go to sleep, fall asleep, sleep",gir+ii+ye+e
BankanTey,dream (verb only),dir+e
BenTey,dream (verb only),dir+e
Bunoge,dream (verb only),maay+e
DogulDomBendiely,dream (verb only),yul+ɛ
DonnoSo,dream (verb only),yer+e
JamsayGourou,dream (verb only),mos+o
JamsayDouentza,dream (verb only),muɲ+o
JamsayMondoro,dream (verb only),muɲ+o
Mombo,dream (verb only),aman+je
BonduSoNajamba,dream (verb only),maŋg+ir+iyɛ
Nanga,dream (verb only),mon+jur+o
Penange,dream (verb only),amb+a+ye
PergeTegu,dream (verb only),mɔɔɲ+ɔ
Tiranige,dream (verb only),yam+a+nj+o
TogoKan,dream (verb only),muɲ+ɔ+rⁿ+ɔ
TommoSoTongoTongo,dream (verb only),yel+e
ToroTegu,dream (verb only),moos+o
YandaDom,dream (verb only),maz+i+nd+iyɛ
YornoSo,dream (verb only),yel+e
BankanTey,"wake up, awaken",biy+oon+jir+i
BenTey,"wake up, awaken",yur+ɔ
Bunoge,"wake up, awaken",yul+ɛ
DogulDomBendiely,"wake up, awaken",yul+ɛ
DonnoSo,"wake up, awaken",yem+e
JamsayDouentza,"wake up, awaken",ɲuwⁿ+o
JamsayMondoro,"wake up, awaken",ɲuwⁿ+o
Mombo,"wake up, awaken",yul+ɛ
BonduSoNajamba,"wake up, awaken",wul+i+yɛ
Nanga,"wake up, awaken",wur+ɔ
Penange,"wake up, awaken",yul+ɛ
PergeTegu,"wake up, awaken",ɲuwⁿ+ɔ
TebulUre,"wake up, awaken",yul+ɛ
TiranigeBoui,"wake up, awaken",yul+yɔ
TiranigeNingo,"wake up, awaken",yul+i+yɔ
TiranigeBoui,"wake up, awaken",yul+yɔ
TiranigeNingo,"wake up, awaken",yul+i+yɔ
TogoKan,"wake up, awaken",gin+ɛ+ɲu+u
TommoSoTongoTongo,"wake up, awaken",yem+e
ToroTegu,"wake up, awaken",yⁿɔwⁿ+ɔ
YornoSo,"wake up, awaken",iŋel+e
BankanTey,"rest, relax",sum+i+rⁿ+i
BenTey,"rest, relax",sus+u+rⁿ+u
Bunoge,"rest, relax",ʔol+a+nd+e
DogulDomBendiely,"rest, relax",nin+i+liy+e
DogulDomBendiely,"rest, relax",nin+i+li
DonnoSo,"rest, relax",deele+e
JamsayDouentza,"rest, relax",sus+u+rⁿ+o
Mombo,"rest, relax",nɛl+lɛ
BonduSoNajamba,"rest, relax",siŋg+il+iye
Nanga,"rest, relax",sum+u+rⁿ+i
Nanga,"rest, relax",sum+i+rⁿ+i
Penange,"rest, relax",nel+lun+ɛll+ɛ
PergeTegu,"rest, relax",sum+no
Tiranige,"rest, relax",aland+iy+o
TogoKan,"rest, relax",saⁿdɛɛrⁿ+i
TommoSoTongoTongo,"rest, relax",nin+nil+iye
YandaDom,"rest, relax",sum+ɔ
YornoSo,"rest, relax",dɛɛrⁿɛ+ɛ
BankanTey,(modern) bed,lii
BenTey,(modern) bed,lii
DonnoSo,(modern) bed,lii
JamsayDouentza,(modern) bed,lii
Mombo,(modern) bed,dulu
BonduSoNajamba,(modern) bed,dila+n
Nanga,(modern) bed,lii
PergeTegu,(modern) bed,teelu
Tiranige,(modern) bed,lii
TogoKan,(modern) bed,lii
TommoSoTongoTongo,(modern) bed,lii
YandaDom,(modern) bed,biye
YornoSo,(modern) bed,lii
BankanTey,pillow (of rags),kuku+tu+ŋgu+ru+mboo
BenTey,pillow (of rags),kuku+tu+ŋgu+rii
JamsayGourou,pillow (of rags),kukuⁿ+tuŋu+rⁿu
JamsayDouentza,pillow (of rags),kukuⁿ+tuŋu+rⁿu
Mombo,pillow (of rags),kootu+nji
BonduSoNajamba,pillow (of rags),kiitu+ŋgo
Nanga,pillow (of rags),kuku+tuŋi
PergeTegu,pillow (of rags),kuku+tu+ŋgu+ru
Tiranige,pillow (of rags),kogo+tu+ŋgi+ye
TogoKan,pillow (of rags),kuⁿtu+ŋurⁿu
TommoSoTongoTongo,pillow (of rags),kuutu+ŋu
ToroTegu,pillow (of rags),tal+la
YandaDom,pillow (of rags),kootu+tu+ndu
YornoSo,pillow (of rags),kuku+tuŋu+ru
BenTey,make a hole (in wooden handle),gɔɔg+ɔ
DonnoSo,make a hole (in wooden handle),sɔb+ɛ
Mombo,make a hole (in wooden handle),sɔb+ɛ
BonduSoNajamba,make a hole (in wooden handle),sɔb+ɛ
Nanga,make a hole (in wooden handle),gɔɔgɔ+ɔ
PergeTegu,make a hole (in wooden handle),sɔ+ɔ
TogoKan,make a hole (in wooden handle),sɔw+ɔ
TommoSoTongoTongo,make a hole (in wooden handle),sɔb+ɔ
YandaDom,make a hole (in wooden handle),kuz+ɔ
YornoSo,make a hole (in wooden handle),sɔb+ɔ
Ampari,"(sb, mammal) bite (sb)",dig+ɛ
BankanTey,"(sb, mammal) bite (sb)",kuw+o
BenTey,"(sb, mammal) bite (sb)",kuw+o
Bunoge,"(sb, mammal) bite (sb)",nun+je
DonnoSo,"(sb, mammal) bite (sb)",kɛr+ɛ
JamsayGourou,"(sb, mammal) bite (sb)",kɛr+ɛ
JamsayDouentza,"(sb, mammal) bite (sb)",cɛr+ɛ
JamsayMondoro,"(sb, mammal) bite (sb)",cɛr+ɛ
Mombo,"(sb, mammal) bite (sb)",nuŋg+ɛ
BonduSoNajamba,"(sb, mammal) bite (sb)",kɛr+ɛ
Nanga,"(sb, mammal) bite (sb)",kuw+o
Penange,"(sb, mammal) bite (sb)",nuŋg+ɛ
PergeTegu,"(sb, mammal) bite (sb)",kɛr+ɛ
TebulUre,"(sb, mammal) bite (sb)",cɛr+ɛ
Tiranige,"(sb, mammal) bite (sb)",cɛr+ɔ
TogoKan,"(sb, mammal) bite (sb)",kɛr+ɛ
TommoSoTongoTongo,"(sb, mammal) bite (sb)",kɛr+ɛ
ToroTegu,"(sb, mammal) bite (sb)",cɛr+a
YandaDom,"(sb, mammal) bite (sb)",kɛd+ɛ
YornoSo,"(sb, mammal) bite (sb)",kɛr+ɛ
BankanTey,(snake) bite (sb),kuw+o
BenTey,(snake) bite (sb),kuw+o
DogulDomBendiely,(snake) bite (sb),kɛr+ɛ
DonnoSo,(snake) bite (sb),kɛr+ɛ
JamsayGourou,(snake) bite (sb),kɛr+ɛ
JamsayDouentza,(snake) bite (sb),cɛr+ɛ
Mombo,(snake) bite (sb),nuŋg+ɛ
BonduSoNajamba,(snake) bite (sb),kɛr+ɛ
Nanga,(snake) bite (sb),kuw+o
PergeTegu,(snake) bite (sb),kɛr+ɛ
Tiranige,(snake) bite (sb),cɛr+ɔ
TogoKan,(snake) bite (sb),kɛr+ɛ
TommoSoTongoTongo,(snake) bite (sb),kɛr+ɛ
ToroTegu,(snake) bite (sb),cɛr+a
YandaDom,(snake) bite (sb),kɛd+ɛ
YornoSo,(snake) bite (sb),kɛr+ɛ
BankanTey,needle (sewing),misi+ndee
BenTey,needle (sewing),misi+le
Bunoge,needle (sewing),mɛn+jɛlɛ
DogulDomBendiely,needle (sewing),mɛn+jɛnɛ
DonnoSo,needle (sewing),mɛɲi+nɛ
DonnoSo,needle (sewing),bo+ndo
JamsayDouentza,needle (sewing),kal+la
JamsayMondoro,needle (sewing),kal+la
Mombo,needle (sewing),men+yene
BonduSoNajamba,needle (sewing),mɛn+jɛnɛ
Nanga,needle (sewing),mɛsi+rⁿɛ
Penange,needle (sewing),mɛn+jɛ+ndɛ
PergeTegu,needle (sewing),kala
TebulUre,needle (sewing),mɛ+ndɛ+rⁿɛ
Tiranige,needle (sewing),mɛɲi+nɛ
TogoKan,needle (sewing),mɛɲɛ+rⁿɛ
TommoSoTongoTongo,needle (sewing),mɛn+jɛnɛ
ToroTegu,needle (sewing),kala
YandaDom,needle (sewing),mɛn+zina
YornoSo,needle (sewing),kala
BankanTey,awl for penetrating leather,cɛm+koko+mboo
BenTey,awl for penetrating leather,cɛm+gusu+gɔy
JamsayDouentza,awl for penetrating leather,cɛm+sooru
Mombo,awl for penetrating leather,guji+ke+me
BonduSoNajamba,awl for penetrating leather,kɛ+mɛ
Nanga,awl for penetrating leather,kɛmɛ+gusu+gɔɔ
TogoKan,awl for penetrating leather,guju+kɛ+ⁿ
TommoSoTongoTongo,awl for penetrating leather,kɛ+m
ToroTegu,awl for penetrating leather,gusua+tucɛ+ŋ
YornoSo,awl for penetrating leather,kɛ+m
BankanTey,"spike, nail, tack",po+nti
BenTey,"spike, nail, tack",pɔ+ntu
DonnoSo,"spike, nail, tack",po+ndii
JamsayDouentza,"spike, nail, tack",po+nti
Mombo,"spike, nail, tack",po+ndi
BonduSoNajamba,"spike, nail, tack",po+nti
Nanga,"spike, nail, tack",pe+gi
Nanga,"spike, nail, tack",po+ndi
PergeTegu,"spike, nail, tack",pɔ+ntu
Tiranige,"spike, nail, tack",po+nti
TogoKan,"spike, nail, tack",pɔⁿti
TommoSoTongoTongo,"spike, nail, tack",pwɛɛⁿ+ntu
ToroTegu,"spike, nail, tack",po+nti
YandaDom,"spike, nail, tack",pɔ+ntii
YornoSo,"spike, nail, tack",pɔ+ntii
BankanTey,knife,poo
BenTey,knife,poo
Bunoge,knife,doli
DogulDomBendiely,knife,polo+go
DogulDomKundialang,knife,pol+go
DonnoSo,knife,polu
JamsayGourou,knife,siru
JamsayDouentza,knife,siru
JamsayMondoro,knife,siru
Mombo,knife,tala
BonduSoNajamba,knife,pole
Nanga,knife,pori
Penange,knife,tala
PergeTegu,knife,siru
TebulUre,knife,pol+go
Tiranige,knife,tana
TogoKan,knife,siinɛ
TommoSoTongoTongo,knife,polu
ToroTegu,knife,peru
YandaDom,knife,pol
YornoSo,knife,pol
BankanTey,razor,laam+kala
BankanTey,razor,laa+mbe+re
BenTey,razor,laa+mbe+re
DogulDomBendiely,razor,laam+kala
DonnoSo,razor,laamu+kala
JamsayDouentza,razor,ras+waar
Mombo,razor,lam+kara
BonduSoNajamba,razor,arasɔɔ+r
Nanga,razor,laa+mbe+re
PergeTegu,razor,laa+mbe+re
TogoKan,razor,arasɔɔ+ru
TommoSoTongoTongo,razor,ras+war
ToroTegu,razor,kuka+ra
YandaDom,razor,laam+tana
YornoSo,razor,laam+kala
BankanTey,scissors,mɛsɛ+cɛɛjɛ
BenTey,scissors,soosi+riwe
Bunoge,scissors,mɛsɛ+kɛrɛ
DogulDomBendiely,scissors,sisoo
DonnoSo,scissors,sisoo
JamsayGourou,scissors,som+seru+we
JamsayDouentza,scissors,som+sere+we
Mombo,scissors,sizoo
BonduSoNajamba,scissors,mɛsɛ+kɛ
BonduSoNajamba,scissors,siisoo
Nanga,scissors,mɛ+ŋgɛ+sɛ
Nanga,scissors,sisoo
Penange,scissors,mɛs+kɛti
PergeTegu,scissors,siizoo
Tiranige,scissors,siso
TogoKan,scissors,siso
TommoSoTongoTongo,scissors,siisoo
ToroTegu,scissors,mɛs+kiije
ToroTegu,scissors,mes+kuku+je
YandaDom,scissors,som+siri+be
YornoSo,scissors,siisoo
BankanTey,ax (general word),sɔɔ
DogulDomBendiely,ax (general word),seeŋ
DonnoSo,ax (general word),gulɔ
Mombo,ax (general word),jabu+jabu
Nanga,ax (general word),ɔ+ndɔ
TogoKan,ax (general word),gurɔ
TommoSoTongoTongo,ax (general word),seu
ToroTegu,ax (general word),sɔ+gɔ
YornoSo,ax (general word),gulɔ
BankanTey,go,nd+o
BenTey,go,lo
Bunoge,go,geend+e
DogulDomBendiely,go,bɔl+ɛ
DonnoSo,go,bol+o
JamsayGourou,go,ya+a
JamsayDouentza,go,ya+a
Mombo,go,and+e
BonduSoNajamba,go,in+e
Nanga,go,nn+e
Penange,go,and+e
PergeTegu,go,ya+a
TebulUre,go,yay
Tiranige,go,un+u
TiranigeBoui,go,bɔl+ɔ
TogoKan,go,ye
TommoSoTongoTongo,go,ya+a
TomoKanDiangassagou,go,ye+e
ToroTegu,go,yay+a
YandaDom,go,urⁿ+e
YornoSo,go,ya+a
Ampari,come,eg+e
BankanTey,come,w+ɔ
BenTey,come,y+ɛ
Bunoge,come,ʔeg+e
DogulDomBendiely,come,mɛn+ɛ
DonnoSo,come,yɛl+ɛ
JamsayGourou,come,yɛr+ɛ
JamsayDouentza,come,yɛr+ɛ
JamsayMondoro,come,yɛr+ɛ
Mombo,come,eg+e
BonduSoNajamba,come,we
Nanga,come,ye+e
Penange,come,eg+e
PergeTegu,come,wa+a
TebulUre,come,wɔ+ɔ
Tiranige,come,yog+o
TogoKan,come,yɛr+ɛ
TommoSoTongoTongo,come,yɛl+ɛ
TomoKanDiangassagou,come,yɛl+ɛ
ToroTegu,come,yer+i
YandaDom,come,wo
YornoSo,come,wɛl+ɛ
BankanTey,"go back, return",bir+i+ye
BenTey,"go back, return",pin+i+wⁿ+a
Bunoge,"go back, return",bij+i+le
DogulDomBendiely,"go back, return",kig+i+liy+e
DogulDomBendiely,"go back, return",kig+i+li
DonnoSo,"go back, return",kig+u+le+e
DonnoSo,"go back, return",pin+ne
JamsayGourou,"go back, return",pil+i+we
JamsayDouentza,"go back, return",pil+i+we
JamsayMondoro,"go back, return",pil+i+we
BonduSoNajamba,"go back, return",mam+i+liy+ɛ
BonduSoNajamba,"go back, return",wɔnd+ɛ
Nanga,"go back, return",bind+e
Penange,"go back, return",ujul+e
PergeTegu,"go back, return",pil+i+we
TebulUre,"go back, return",miili+i
Tiranige,"go back, return",baŋg+il+iyo
TogoKan,"go back, return",kig+e+re
TommoSoTongoTongo,"go back, return",kig+i+liy+e
TommoSoTongoTongo,"go back, return",dul+i+yo
TommoSoTongoTongo,"go back, return",wid+i+ye
ToroTegu,"go back, return",bir+i+yo
YandaDom,"go back, return",kɔn+ɔ
YornoSo,"go back, return",kig+i+lim+ɔ
BankanTey,"leave, abandon (sb, sth)",duw+a+ti
BenTey,"leave, abandon (sb, sth)",duw+ɔ
Bunoge,"leave, abandon (sb, sth)",mɛŋ+ɛ
DogulDomBendiely,"leave, abandon (sb, sth)",jumb+e
DonnoSo,"leave, abandon (sb, sth)",pad+a
JamsayGourou,"leave, abandon (sb, sth)",daɣ+a
JamsayDouentza,"leave, abandon (sb, sth)",daɣ+a
JamsayMondoro,"leave, abandon (sb, sth)",daɣ+a
Mombo,"leave, abandon (sb, sth)",dɛɛnd+ɛ
BonduSoNajamba,"leave, abandon (sb, sth)",dɔg+ɛ
BonduSoNajamba,"leave, abandon (sb, sth)",dɔg+ɛ
Nanga,"leave, abandon (sb, sth)",dɔg+ɔ
Penange,"leave, abandon (sb, sth)",dɛɛnd+ɛ
PergeTegu,"leave, abandon (sb, sth)",tiw+ɛ
TebulUre,"leave, abandon (sb, sth)",dog+ɔ
Tiranige,"leave, abandon (sb, sth)",diy+ɔ
TogoKan,"leave, abandon (sb, sth)",dag+a
TommoSoTongoTongo,"leave, abandon (sb, sth)",pad+a
ToroTegu,"leave, abandon (sb, sth)",pas+a
YandaDom,"leave, abandon (sb, sth)",dɔg+ɔ
YandaDom,"leave, abandon (sb, sth)",bez+e
YornoSo,"leave, abandon (sb, sth)",dag+a
BankanTey,"depart, leave, exit, go from (a place)",go
BenTey,"depart, leave, exit, go from (a place)",go
DogulDomBendiely,"depart, leave, exit, go from (a place)",bɔl+ɛ
DonnoSo,"depart, leave, exit, go from (a place)",go+e
JamsayGourou,"depart, leave, exit, go from (a place)",go+o
JamsayDouentza,"depart, leave, exit, go from (a place)",go+o
Mombo,"depart, leave, exit, go from (a place)",dɛɛnd+ɛ
BonduSoNajamba,"depart, leave, exit, go from (a place)",gw+e
Nanga,"depart, leave, exit, go from (a place)",go+o
PergeTegu,"depart, leave, exit, go from (a place)",go+o
Tiranige,"depart, leave, exit, go from (a place)",go+o
Tiranige,"depart, leave, exit, go from (a place)",sal+e+go+o
TogoKan,"depart, leave, exit, go from (a place)",go+o
TommoSoTongoTongo,"depart, leave, exit, go from (a place)",go+o
ToroTegu,"depart, leave, exit, go from (a place)",go
YandaDom,"depart, leave, exit, go from (a place)",go
YornoSo,"depart, leave, exit, go from (a place)",go+o
BankanTey,"arrive at, reach",d+ɔ
BenTey,"arrive at, reach",d+ɔ
Bunoge,"arrive at, reach",din+nɛ
DogulDomBendiely,"arrive at, reach",de+e
DogulDomKundialang,"arrive at, reach",dɛ+ɛ
DonnoSo,"arrive at, reach",dɔɛ
JamsayGourou,"arrive at, reach",dɔ+ɔ
JamsayDouentza,"arrive at, reach",dɔ+ɔ
Mombo,"arrive at, reach",din+yɛ+ɛ
BonduSoNajamba,"arrive at, reach",dwɛ+ɛ
Nanga,"arrive at, reach",dɔ+ɔ
Penange,"arrive at, reach",tub+yɛ
PergeTegu,"arrive at, reach",dɔ+ɔ
TebulUre,"arrive at, reach",d+ɔ
Tiranige,"arrive at, reach",ay+o
TogoKan,"arrive at, reach",dɔ+ɔ
TommoSoTongoTongo,"arrive at, reach",dɔɔ
ToroTegu,"arrive at, reach",d+ɔ
YandaDom,"arrive at, reach",d+ɔ
YornoSo,"arrive at, reach",dɔ+ɔ
BankanTey,"enter, go inside (sth)",nu
BenTey,"enter, go inside (sth)",nu
Bunoge,"enter, go inside (sth)",dɛ+ɛ
Bunoge,"enter, go inside (sth)",dooŋg+e
DogulDomBendiely,"enter, go inside (sth)",nuŋ+ɛ
DogulDomKundialang,"enter, go inside (sth)",nuŋ+ɛ
DonnoSo,"enter, go inside (sth)",yo+o
JamsayGourou,"enter, go inside (sth)",nun+u
JamsayDouentza,"enter, go inside (sth)",nun+u
JamsayMondoro,"enter, go inside (sth)",nun+u
Mombo,"enter, go inside (sth)",nwɛ+ɛ
BonduSoNajamba,"enter, go inside (sth)",ŋw+ɛ
Nanga,"enter, go inside (sth)",nu+yⁿ
Penange,"enter, go inside (sth)",nwɛ+ɛ
PergeTegu,"enter, go inside (sth)",nɔ+ɔ
TebulUre,"enter, go inside (sth)",nu
Tiranige,"enter, go inside (sth)",nɔ+ɔ
Tiranige,"enter, go inside (sth)",noog+o
TogoKan,"enter, go inside (sth)",nu
TommoSoTongoTongo,"enter, go inside (sth)",yo+o
ToroTegu,"enter, go inside (sth)",lo
YandaDom,"enter, go inside (sth)",n+ɔ
YornoSo,"enter, go inside (sth)",yo+o
BankanTey,"go out, exit",go
BenTey,"go out, exit",go
Bunoge,"go out, exit",ge+e
Bunoge,"go out, exit",gooŋg+e
Bunoge,"go out, exit",gug+u+nd+e
DogulDomBendiely,"go out, exit",ge+e
DogulDomKundialang,"go out, exit",ge+e
DonnoSo,"go out, exit",go+e
JamsayGourou,"go out, exit",go+o
JamsayDouentza,"go out, exit",go+o
Mombo,"go out, exit",gwe+e
BonduSoNajamba,"go out, exit",gw+e
Nanga,"go out, exit",go+o
Penange,"go out, exit",gug+u+nd+e
Penange,"go out, exit",gooŋg+e
Penange,"go out, exit",gwe+e
PergeTegu,"go out, exit",go+o
TebulUre,"go out, exit",gw+aa+y
Tiranige,"go out, exit",go+o
Tiranige,"go out, exit",sal+e+go+o
TogoKan,"go out, exit",go+o
TommoSoTongoTongo,"go out, exit",go+o
ToroTegu,"go out, exit",go
YandaDom,"go out, exit",go
YornoSo,"go out, exit",go+o
BankanTey,bridge,pɔ+m
BenTey,bridge,pɔ+m
JamsayDouentza,bridge,pɔɔ+ⁿ
Mombo,bridge,poo+ⁿ
BonduSoNajamba,bridge,pɔ+m
Nanga,bridge,pɔɔ+ⁿ
PergeTegu,bridge,pɔ+m
TogoKan,bridge,pɔ+ⁿ
TommoSoTongoTongo,bridge,pɔɔ+ⁿ
TommoSoTongoTongo,bridge,odunaa+dɛ+mbu
ToroTegu,bridge,pɔ+m
YornoSo,bridge,pɔɔ+ⁿ
YornoSo,bridge,ojudɛ+mu
BankanTey,roll or flip (sth) over onto its other side,bind+ir+e
BenTey,roll or flip (sth) over onto its other side,bil+i+re
Bunoge,roll or flip (sth) over onto its other side,bind+ul+omi
DonnoSo,roll or flip (sth) over onto its other side,bil+e
JamsayDouentza,roll or flip (sth) over onto its other side,bin+i+rⁿ+e
Mombo,roll or flip (sth) over onto its other side,bind+e
BonduSoNajamba,roll or flip (sth) over onto its other side,bind+e
Nanga,roll or flip (sth) over onto its other side,bind+ir+e
Penange,roll or flip (sth) over onto its other side,bind+ul+omi
PergeTegu,roll or flip (sth) over onto its other side,bil+i+we
Tiranige,roll or flip (sth) over onto its other side,mend+ol+o
TogoKan,roll or flip (sth) over onto its other side,bin+e
TommoSoTongoTongo,roll or flip (sth) over onto its other side,bil+e
ToroTegu,roll or flip (sth) over onto its other side,kur+u+kɔ
YandaDom,roll or flip (sth) over onto its other side,bin+e
YornoSo,roll or flip (sth) over onto its other side,bil+e
BankanTey,spin (sth),goŋg+ir+i
BenTey,spin (sth),win+jiw+u
Bunoge,spin (sth),bind+ul+omi
JamsayDouentza,spin (sth),bil+i+we
JamsayDouentza,spin (sth),bil+i+wɛ
JamsayDouentza,spin (sth),gɔŋ+ɔ+rⁿ+ɔ
Mombo,spin (sth),wil+yom+i
BonduSoNajamba,spin (sth),gig+i+liy+e
Nanga,spin (sth),jig+i+rem+i
Penange,spin (sth),wiil+e
PergeTegu,spin (sth),jig+i+re
TebulUre,spin (sth),jig+i+li
Tiranige,spin (sth),bin+i+lo
TogoKan,spin (sth),wil+e+m
TommoSoTongoTongo,spin (sth),jig+i+re
ToroTegu,spin (sth),piw+ro
YandaDom,spin (sth),jig+i+le
YornoSo,spin (sth),jig+i+lim+gal+a
BankanTey,"(sth) turn, spin, rotate",wuŋg+ur+o
BenTey,"(sth) turn, spin, rotate",win+jiw+u
DonnoSo,"(sth) turn, spin, rotate",jig+i+le+e
DonnoSo,"(sth) turn, spin, rotate",wil+liy
JamsayDouentza,"(sth) turn, spin, rotate",bil+i+we
JamsayDouentza,"(sth) turn, spin, rotate",bil+i+wɛ
JamsayDouentza,"(sth) turn, spin, rotate",gɔŋ+ɔ
Mombo,"(sth) turn, spin, rotate",wil+ye+e
BonduSoNajamba,"(sth) turn, spin, rotate",gig+i+le
Nanga,"(sth) turn, spin, rotate",jig+i+re
Penange,"(sth) turn, spin, rotate",wiil+e
PergeTegu,"(sth) turn, spin, rotate",jig+i+re
TebulUre,"(sth) turn, spin, rotate",jig+i+li+i
Tiranige,"(sth) turn, spin, rotate",bin+i+liy+o
TogoKan,"(sth) turn, spin, rotate",wil+e+m
TommoSoTongoTongo,"(sth) turn, spin, rotate",jig+i+liy+e
ToroTegu,"(sth) turn, spin, rotate",piw+ro
YandaDom,"(sth) turn, spin, rotate",jig+i+le
YornoSo,"(sth) turn, spin, rotate",jig+i+lim+gal+a
BankanTey,"(sth) vibrate, be shaking",cim+ɛ
BenTey,"(sth) vibrate, be shaking",ciwⁿ+ɛ
DonnoSo,"(sth) vibrate, be shaking",jig+e
JamsayDouentza,"(sth) vibrate, be shaking",jig+i+re
Mombo,"(sth) vibrate, be shaking",yig+i+dy+e+e
BonduSoNajamba,"(sth) vibrate, be shaking",jub+e
BonduSoNajamba,"(sth) vibrate, be shaking",mɛn+ɛ
Nanga,"(sth) vibrate, be shaking",kim+ɛ
PergeTegu,"(sth) vibrate, be shaking",jig+i+re
Tiranige,"(sth) vibrate, be shaking",biⁿgun+u
TogoKan,"(sth) vibrate, be shaking",kiwⁿ+i
TommoSoTongoTongo,"(sth) vibrate, be shaking",kim+ɛ
ToroTegu,"(sth) vibrate, be shaking",zig+u+to
YandaDom,"(sth) vibrate, be shaking",jɛr+jɛr+kan
YornoSo,"(sth) vibrate, be shaking",sɔɔ+ⁿ
BankanTey,"follow (sb, sth)",dimb+iy+i
BenTey,"follow (sb, sth)",dimb+iy+i
Bunoge,"follow (sb, sth)",tij+jɛ
DonnoSo,"follow (sb, sth)",diŋ+bɛ+ɛ
DonnoSo,"follow (sb, sth)",dimb+ɛ+ɛ
JamsayDouentza,"follow (sb, sth)",dim+e
JamsayDouentza,"follow (sb, sth)",dig+ɛ
Mombo,"follow (sb, sth)",diŋg+y+ɛ+ɛ
BonduSoNajamba,"follow (sb, sth)",dimb+iy+ɛ
Nanga,"follow (sb, sth)",dimb+iy+i
Penange,"follow (sb, sth)",din+jɛ
PergeTegu,"follow (sb, sth)",dimb+iy+e
TebulUre,"follow (sb, sth)",dimb+i+i
Tiranige,"follow (sb, sth)",tag+i+yo
TommoSoTongoTongo,"follow (sb, sth)",dimb+iy+ɛ
ToroTegu,"follow (sb, sth)",dig+a
YandaDom,"follow (sb, sth)",dimb+iy+ɛ
YornoSo,"follow (sb, sth)",dimɛ+ɛ
BankanTey,run,yɔw+ɔ
BenTey,run,yɔɣ+ɔ
Bunoge,run,dud+u+ni
DogulDomBendiely,run,job+e
DonnoSo,run,jɔb+ɔ
JamsayGourou,run,zɔw+ɔ
JamsayDouentza,run,jɔw+ɔ
Mombo,run,dug+u+re
BonduSoNajamba,run,yɔb+ɛ
Nanga,run,yɔg+ɔ
Penange,run,dug+u+re
PergeTegu,run,jɔw+ɔ
TebulUre,run,zob+ɔ
TiranigeBoui,run,dud+u+ruy+o
TiranigeNingo,run,dur+u+yo
TogoKan,run,jɔw+ɔ
TommoSoTongoTongo,run,jɔb+ɔ
ToroTegu,run,zɔw
YandaDom,run,zɔb+ɔ
YornoSo,run,jɔb+ɔ
BankanTey,"run away, flee, escape by running",yɔw+ɔ
BenTey,"run away, flee, escape by running",yɔɣ+ɔ
JamsayGourou,"run away, flee, escape by running",zɔw+ɔ
JamsayDouentza,"run away, flee, escape by running",jɔw+ɔ
BonduSoNajamba,"run away, flee, escape by running",yɔb+ɛ
Nanga,"run away, flee, escape by running",yɔg+ɔ
PergeTegu,"run away, flee, escape by running",jɔw+ɔ
TogoKan,"run away, flee, escape by running",jɔw+ɔ
TommoSoTongoTongo,"run away, flee, escape by running",jɔb+ɔ+mand+a
ToroTegu,"run away, flee, escape by running",zɔw
YornoSo,"run away, flee, escape by running",jɔb+ɔ+ya+a
BankanTey,"stroll, take (a walk) (verb only)",yar+i+y
BenTey,"stroll, take (a walk) (verb only)",yar+i+yi
BenTey,"stroll, take (a walk) (verb only)",yil+i+we
Bunoge,"stroll, take (a walk) (verb only)",yiil+e
DogulDomBendiely,"stroll, take (a walk) (verb only)",in+e
DonnoSo,"stroll, take (a walk) (verb only)",yede+e
JamsayGourou,"stroll, take (a walk) (verb only)",yel+i+we
JamsayDouentza,"stroll, take (a walk) (verb only)",yil+i+we
JamsayDouentza,"stroll, take (a walk) (verb only)",yer+e
JamsayMondoro,"stroll, take (a walk) (verb only)",yil+i+we
Mombo,"stroll, take (a walk) (verb only)",gil+ye+e
